PHI:I530	PHI:526	Indications that gas1 mutants provoke a plant response	PHIPO:0000062
PHI:I2335	PHI:2217	accumulation of H2O2; induction of defense related genes; transcriptional inhibition of genes associated with jasmonate biosynthesis	PHIPO:0000083
PHI:I2335	PHI:2217	accumulation of H2O2; induction of defense related genes; transcriptional inhibition of genes associated with jasmonate biosynthesis	PHIPO:0000085
PHI:I2355	PHI:2226	oxidative burst	PHIPO:0000057
PHI:I2356	PHI:2226	oxidative burst	PHIPO:0000057
PHI:I2357	PHI:2226	oxidative burst	PHIPO:0000057
PHI:I2358	PHI:2226	oxidative burst	PHIPO:0000057
PHI:I2377	PHI:2234	strong host response elicited by SG200Dcmu1-cmu1R183A,K194A mutant	PHIPO:0000062
PHI:I2379	PHI:2235	elevated host response	PHIPO:0000062
PHI:I2380	PHI:2236	elevated host response	PHIPO:0000062
PHI:I2436	PHI:2291	Hypersensitive response and increased necrosis	PHIPO:0000107
PHI:I2436	PHI:2291	Hypersensitive response and increased necrosis	PHIPO:0000072
PHI:I2437	PHI:2291	Hypersensitive response and increased necrosis	PHIPO:0000107
PHI:I2437	PHI:2291	Hypersensitive response and increased necrosis	PHIPO:0000072
PHI:I2438	PHI:2291	Hypersensitive response and increased necrosis	PHIPO:0000107
PHI:I2438	PHI:2291	Hypersensitive response and increased necrosis	PHIPO:0000072
PHI:I2439	PHI:2291	Hypersensitive response and increased necrosis	PHIPO:0000107
PHI:I2439	PHI:2291	Hypersensitive response and increased necrosis	PHIPO:0000072
PHI:I2440	PHI:2291	Hypersensitive response and increased necrosis	PHIPO:0000107
PHI:I2440	PHI:2291	Hypersensitive response and increased necrosis	PHIPO:0000072
PHI:I2441	PHI:2291	Hypersensitive response and increased necrosis	PHIPO:0000107
PHI:I2441	PHI:2291	Hypersensitive response and increased necrosis	PHIPO:0000072
PHI:I2480	PHI:2315	Less chlorosis	PHIPO:0000059
PHI:I2481	PHI:2316	Less chlorosis	PHIPO:0000059
PHI:I2482	PHI:2315	Less chlorosis	PHIPO:0000059
PHI:I2483	PHI:2316	Less chlorosis	PHIPO:0000059
PHI:I2484	PHI:2315	More chlorosis	PHIPO:0000060
PHI:I2485	PHI:2316	More chlorosis	PHIPO:0000060
PHI:I2486	PHI:2315	More chlorosis	PHIPO:0000060
PHI:I2487	PHI:2316	More chlorosis	PHIPO:0000060
PHI:I2498	PHI:2331	Hypersensitive response	PHIPO:0000107
PHI:I2499	PHI:2331	Hypersensitive response	PHIPO:0000107
PHI:I2500	PHI:2331	Hypersensitive response	PHIPO:0000107
PHI:I2539	PHI:2356	more ROS production, stronger defense response	PHIPO:0000057
PHI:I2539	PHI:2356	more ROS production, stronger defense response	PHIPO:0000062
PHI:I2627	PHI:2401	Compromised hypersensitive cell death and Weakened defense response	PHIPO:0000071
PHI:I2627	PHI:2401	Compromised hypersensitive cell death and Weakened defense response	PHIPO:0000064
PHI:I2628	PHI:2401	compromised hypersensitive cell death and weakened defense response	PHIPO:0000071
PHI:I2628	PHI:2401	compromised hypersensitive cell death and weakened defense response	PHIPO:0000064
PHI:I2629	PHI:2401	Enhanced defense response and cell death	PHIPO:0000062
PHI:I2629	PHI:2401	Enhanced defense response and cell death	PHIPO:0000072
PHI:I2630	PHI:2401	Enhanced defense response and cell death	PHIPO:0000062
PHI:I2630	PHI:2401	Enhanced defense response and cell death	PHIPO:0000072
PHI:I2687	PHI:2439	Hypersensitve response	PHIPO:0000107
PHI:I2688	PHI:2440	Hypersensitve response	PHIPO:0000107
PHI:I2689	PHI:2439	Hypersensitve response	PHIPO:0000107
PHI:I2690	PHI:2440	Hypersensitve response	PHIPO:0000107
PHI:I2695	PHI:2446	Induced a rice basal defence response	PHIPO:0000062
PHI:I3266	PHI:2727	Cell death	PHIPO:0000049
PHI:I3267	PHI:2727	Cell death	PHIPO:0000049
PHI:I3294	PHI:2749	Increased inflammatory response	PHIPO:0000066
PHI:I3295	PHI:2749	Increased inflammatory response	PHIPO:0000066
PHI:I3757	PHI:3115	deletions do not affect the hypersensitive response orin planta growth of the resulting strains	PHIPO:0000061
PHI:I3758	PHI:3116	deletions do not affect the hypersensitive response orin planta growth of the resulting strains	PHIPO:0000061
PHI:I3759	PHI:3117	deletions do not affect the hypersensitive response orin planta growth of the resulting strains	PHIPO:0000061
PHI:I3760	PHI:3118	deletions do not affect the hypersensitive response orin planta growth of the resulting strains	PHIPO:0000061
PHI:I3761	PHI:3119	deletions do not affect the hypersensitive response orin planta growth of the resulting strains	PHIPO:0000061
PHI:I3762	PHI:3120	deletions do not affect the hypersensitive response orin planta growth of the resulting strains	PHIPO:0000061
PHI:I3763	PHI:3121	deletions do not affect the hypersensitive response orin planta growth of the resulting strains	PHIPO:0000061
PHI:I3764	PHI:3115	deletions do not affect the hypersensitive response orin planta growth of the resulting strains	PHIPO:0000061
PHI:I3765	PHI:3116	deletions do not affect the hypersensitive response orin planta growth of the resulting strains	PHIPO:0000061
PHI:I3766	PHI:3117	deletions do not affect the hypersensitive response orin planta growth of the resulting strains	PHIPO:0000061
PHI:I3767	PHI:3118	deletions do not affect the hypersensitive response orin planta growth of the resulting strains	PHIPO:0000061
PHI:I3768	PHI:3119	deletions do not affect the hypersensitive response orin planta growth of the resulting strains	PHIPO:0000061
PHI:I3769	PHI:3120	deletions do not affect the hypersensitive response orin planta growth of the resulting strains	PHIPO:0000061
PHI:I3770	PHI:3121	deletions do not affect the hypersensitive response orin planta growth of the resulting strains	PHIPO:0000061
PHI:I3771	PHI:3122	deletions do not affect the hypersensitive response orin planta growth of the resulting strains	PHIPO:0000061
PHI:I3772	PHI:3122	deletions do not affect the hypersensitive response orin planta growth of the resulting strains	PHIPO:0000061
PHI:I3773	PHI:3123	deletions do not affect the hypersensitive response orin planta growth of the resulting strains	PHIPO:0000061
PHI:I3778	PHI:3127	necrosis	PHIPO:0000072
PHI:I3780	PHI:3127	a mixture of MpCP1 with MpNEP2 led to a synergistic necrosis effect very similar to that found in naturally infected plants	PHIPO:0000070
PHI:I3819	PHI:3164	The presence of the gene sm1 from Trichoderma virens (root nodules) confers resistance to maize against Colletotrichum graminicola infections.	PHIPO:0000080
PHI:I3820	PHI:3164	The presence of the gene sm1 from Trichoderma virens (root nodules) confers resistance to maize against Colletotrichum graminicola infections.	PHIPO:0000080
PHI:I3830	PHI:3167	necrosis	PHIPO:0000072
PHI:I4115	PHI:3492	HR, rapid ion leakage, visual cell death	PHIPO:0000062
PHI:I4115	PHI:3492	HR, rapid ion leakage, visual cell death	PHIPO:0000072
PHI:I4116	PHI:3492	HR, rapid ion leakage, visual cell death	PHIPO:0000062
PHI:I4116	PHI:3492	HR, rapid ion leakage, visual cell death	PHIPO:0000072
PHI:I4117	PHI:3492	HR, rapid ion leakage, visual cell death	PHIPO:0000062
PHI:I4117	PHI:3492	HR, rapid ion leakage, visual cell death	PHIPO:0000072
PHI:I4118	PHI:3492	no HR, reduced ion leakage, no visual cell death, 9 fold more bacterial accumulation	PHIPO:0000063
PHI:I4119	PHI:3492	no HR, reduced ion leakage, no visual cell death, 9 fold more bacterial accumulation	PHIPO:0000063
PHI:I4120	PHI:3492	no HR, reduced ion leakage, no visual cell death, 9 fold more bacterial accumulation	PHIPO:0000063
PHI:I4121	PHI:3493	HR, rapid ion leakage, visual cell death	PHIPO:0000062
PHI:I4121	PHI:3493	HR, rapid ion leakage, visual cell death	PHIPO:0000072
PHI:I4122	PHI:3493	no HR, no  ion leakage, no visual cell death,  bacterial accumulation equal to control Vir strain, abolished Rpg3-derived resistance	PHIPO:0000063
PHI:I4123	PHI:3494	HR, rapid ion leakage, milder  visual cell death	PHIPO:0000062
PHI:I4123	PHI:3494	HR, rapid ion leakage, milder  visual cell death	PHIPO:0000071
PHI:I4124	PHI:3494	no HR, no  ion leakage, no visual cell death,  bacterial accumulation slightly less than  control  Vir strain, compromised Rpg4-derived resistance	PHIPO:0000063
