23090955	Thorslund SE, Ermert D, Fahlgren A, Erttmann SF, Nilsson K, Hosseinzadeh A, Urban CF, Fällman M. (2013). "Role of YopK in Yersinia pseudotuberculosis resistance against polymorphonuclear leukocyte defense." Infect Immun 81(1): 11-22. 10.1128/iai.00650-12.
10899116	Görlach J, Fox DS, Cutler NS, Cox GM, Perfect JR, Heitman J. (2000). "Identification and characterization of a highly conserved calcineurin binding protein, CBP1/calcipressin, in Cryptococcus neoformans." EMBO J 19(14): 3618-3629. 10.1093/emboj/19.14.3618.
12796287	Blankenship JR, Wormley FL, Boyce MK, Schell WA, Filler SG, Perfect JR, Heitman J. (2003). "Calcineurin is essential for Candida albicans survival in serum and virulence." Eukaryot Cell 2(3): 422-430. 10.1128/ec.2.3.422-430.2003.
11952120	Park G, Xue C, Zheng L, Lam S, Xu JR. (2002). "MST12 regulates infectious growth but not appressorium formation in the rice blast fungus Magnaporthe grisea." Mol Plant Microbe Interact 15(3): 183-192. 10.1094/mpmi.2002.15.3.183.
15000392	Losada L, Sussan T, Pak K, Zeyad S, Rozenbaum I, Hutcheson SW. (2004). "Identification of a novel Pseudomonas syringae Psy61 effector with virulence and avirulence functions by a HrpL-dependent promoter-trap assay." Mol Plant Microbe Interact 17(3): 254-262. 10.1094/mpmi.2004.17.3.254.
24372520	Sharma N. (2014). "The Prescribing Skills Assessment - a requirement for life." Br J Clin Pharmacol 78(2): 430. 10.1111/bcp.12315.
22712509	Kirsten S, Navarro-Quezada A, Penselin D, Wenzel C, Matern A, Leitner A, Baum T, Seiffert U, Knogge W. (2012). "Necrosis-inducing proteins of Rhynchosporium commune, effectors in quantitative disease resistance." Mol Plant Microbe Interact 25(10): 1314-1325. 10.1094/mpmi-03-12-0065-r.
22144889	Yan X, Li Y, Yue X, Wang C, Que Y, Kong D, Ma Z, Talbot NJ, Wang Z. (2011). "Two novel transcriptional regulators are essential for infection-related morphogenesis and pathogenicity of the rice blast fungus Magnaporthe oryzae." PLoS Pathog 7(12): e1002385. 10.1371/journal.ppat.1002385.
18347023	Klutts JS, Doering TL. (2008). "Cryptococcal xylosyltransferase 1 (Cxt1p) from Cryptococcus neoformans plays a direct role in the synthesis of capsule polysaccharides." J Biol Chem 283(21): 14327-14334. 10.1074/jbc.m708927200.
12084830	Rose JK, Ham KS, Darvill AG, Albersheim P. (2002). "Molecular cloning and characterization of glucanase inhibitor proteins: coevolution of a counterdefense mechanism by plant pathogens." Plant Cell 14(6): 1329-1345. 10.1105/tpc.002253.
23113713	Cubitt MF, Hedley PE, Williamson NR, Morris JA, Campbell E, Toth IK, Salmond GP. (2013). "A metabolic regulator modulates virulence and quorum sensing signal production in Pectobacterium atrosepticum." Mol Plant Microbe Interact 26(3): 356-366. 10.1094/mpmi-09-12-0210-r.
22023083	Leng Y, Zhong S. (2012). "Sfp-type 4'-phosphopantetheinyl transferase is required for lysine synthesis, tolerance to oxidative stress and virulence in the plant pathogenic fungus Cochliobolus sativus." Mol Plant Pathol 13(4): 375-387. 10.1111/j.1364-3703.2011.00756.x.
8844149	Bakkeren G, Kronstad JW. (1996). "The pheromone cell signaling components of the Ustilago a mating-type loci determine intercompatibility between species." Genetics 143(4): 1601-1613. .
16751498	Lysøe E, Klemsdal SS, Bone KR, Frandsen RJ, Johansen T, Thrane U, Giese H. (2006). "The PKS4 gene of Fusarium graminearum is essential for zearalenone production." Appl Environ Microbiol 72(6): 3924-3932. 10.1128/aem.00963-05.
15096512	Tian M, Huitema E, Da Cunha L, Torto-Alalibo T, Kamoun S. (2004). "A Kazal-like extracellular serine protease inhibitor from Phytophthora infestans targets the tomato pathogenesis-related protease P69B." J Biol Chem 279(25): 26370-26377. 10.1074/jbc.m400941200.
24520898	Ikawa Y, Furutani A, Ochiai H, Tsuge S. (2014). "StoS, a hybrid histidine kinase sensor of Xanthomonas oryzae pv. oryzae, is activated by sensing low Oâ‚‚ concentration and is involved in stress tolerance and virulence." Mol Plant Microbe Interact 27(6): 537-545. 10.1094/mpmi-09-13-0263-r.
7983570	Togni G, Sanglard D, Monod M. (1994). "Acid proteinase secreted by Candida tropicalis: virulence in mice of a proteinase negative mutant." J Med Vet Mycol 32(4): 257-265. .
7926737	Banuett F, Herskowitz I. (1994). "Identification of fuz7, a Ustilago maydis MEK/MAPKK homolog required for a-locus-dependent and -independent steps in the fungal life cycle." Genes Dev 8(12): 1367-1378. 10.1101/gad.8.12.1367.
11489126	Kovacikova G, Skorupski K. (2001). "Overlapping binding sites for the virulence gene regulators AphA, AphB and cAMP-CRP at the Vibrio cholerae tcpPH promoter." Mol Microbiol 41(2): 393-407. 10.1046/j.1365-2958.2001.02518.x.
21482087	Liu XH, Zhuang FL, Lu JP, Lin FC. (2011). "Identification and molecular cloning Moplaa gene, a homologue of Homo sapiens PLAA, in Magnaporthe oryzae." Microbiol Res 167(1): 8-13. 10.1016/j.micres.2011.02.003.
22353307	Nguyen LC, Taguchi F, Tran QM, Naito K, Yamamoto M, Ohnishi-Kameyama M, Ono H, Yoshida M, Chiku K, Ishii T, Inagaki Y, Toyoda K, Shiraishi T, Ichinose Y. (2012). "Type IV pilin is glycosylated in Pseudomonas syringae pv. tabaci 6605 and is required for surface motility and virulence." Mol Plant Pathol 13(7): 764-774. 10.1111/j.1364-3703.2012.00789.x.
10394902	Snoeijers SS, Vossen P, Goosen T, Van den Broek HW, De Wit PJ. (1999). "Transcription of the avirulence gene Avr9 of the fungal tomato pathogen Cladosporium fulvum is regulated by a GATA-type transcription factor in Aspergillus nidulans." Mol Gen Genet 261(4-5): 653-659. 10.1007/s004380050008.
10662860	Tonukari NJ, Scott-Craig JS, Walton JD. (2000). "The Cochliobolus carbonum SNF1 gene is required for cell wall-degrading enzyme expression and virulence on maize." Plant Cell 12(2): 237-248. 10.1105/tpc.12.2.237.
12177356	Yang Z, Pascon RC, Alspaugh A, Cox GM, McCusker JH. (2002). "Molecular and genetic analysis of the Cryptococcus neoformans MET3 gene and a met3 mutant." Microbiology 148(pt 8): 2617-2625. .
15497404	Schürch S, Linde CC, Knogge W, Jackson LF, McDonald BA. (2004). "Molecular population genetic analysis differentiates two virulence mechanisms of the fungal avirulence gene NIP1." Mol Plant Microbe Interact 17(10): 1114-1125. .
16353549	Caracuel Z, Martínez-Rocha AL, Di Pietro A, Madrid MP, Roncero MI. (2005). "Fusarium oxysporum gas1 encodes a putative beta-1,3-glucanosyltransferase required for virulence on tomato plants." Mol Plant Microbe Interact 18(11): 1140-1147. 10.1094/mpmi-18-1140.
20161717	Wahl R, Wippel K, Goos S, Kämper J, Sauer N. (2010). "A novel high-affinity sucrose transporter is required for virulence of the plant pathogen Ustilago maydis." PLoS Biol 8(2): e1000303. 10.1371/journal.pbio.1000303.
24742836	Shimizu T, Ito T, Kanematsu S. (2014). "Functional analysis of a melanin biosynthetic gene using RNAi-mediated gene silencing in Rosellinia necatrix." Fungal Biol 118(4): 413-421. 10.1016/j.funbio.2014.02.006.
22589729	Saitoh H, Fujisawa S, Mitsuoka C, Ito A, Hirabuchi A, Ikeda K, Irieda H, Yoshino K, Yoshida K, Matsumura H, Tosa Y, Win J, Kamoun S, Takano Y, Terauchi R. (2012). "Large-scale gene disruption in Magnaporthe oryzae identifies MC69, a secreted protein required for infection by monocot and dicot fungal pathogens." PLoS Pathog 8(5): e1002711. 10.1371/journal.ppat.1002711.
9426132	Wickes BL, Edman U, Edman JC. (1997). "The Cryptococcus neoformans STE12alpha gene: a putative Saccharomyces cerevisiae STE12 homologue that is mating type specific." Mol Microbiol 26(5): 951-960. 10.1046/j.1365-2958.1997.6322001.x.
16946258	Doehlemann G, Berndt P, Hahn M. (2006). "Trehalose metabolism is important for heat stress tolerance and spore germination of Botrytis cinerea." Microbiology 152(pt 9): 2625-2634. 10.1099/mic.0.29044-0.
23633954	Peters KN, Dhariwala MO, Hughes Hanks JM, Brown CR, Anderson DM. (2013). "Early apoptosis of macrophages modulated by injection of Yersinia pestis YopK promotes progression of primary pneumonic plague." PLoS Pathog 9(4): e1003324. 10.1371/journal.ppat.1003324.
23194342	Atamian HS, Chaudhary R, Cin VD, Bao E, Girke T, Kaloshian I. (2013). "In planta expression or delivery of potato aphid Macrosiphum euphorbiae effectors Me10 and Me23 enhances aphid fecundity." Mol Plant Microbe Interact 26(1): 67-74. 10.1094/mpmi-06-12-0144-fi.
15273296	Bortfeld M, Auffarth K, Kahmann R, Basse CW. (2004). "The Ustilago maydis a2 mating-type locus genes lga2 and rga2 compromise pathogenicity in the absence of the mitochondrial p32 family protein Mrb1." Plant Cell 16(8): 2233-2248. 10.1105/tpc.104.022657.
10417386	Cormack BP, Ghori N, Falkow S. (1999). "An adhesin of the yeast pathogen Candida glabrata mediating adherence to human epithelial cells." Science 285(5427): 578-582. 10.1126/science.285.5427.578.
12622811	Rohmer L, Kjemtrup S, Marchesini P, Dangl JL. (2003). "Nucleotide sequence, functional characterization and evolution of pFKN, a virulence plasmid in Pseudomonas syringae pathovar maculicola." Mol Microbiol 47(6): 1545-1562. 10.1046/j.1365-2958.2003.03402.x.
7579614	Cournoyer B, Sharp JD, Astuto A, Gibbon MJ, Taylor JD, Vivian A. (1995). "Molecular characterization of the Pseudomonas syringae pv. pisi plasmid-borne avirulence gene avrPpiB which matches the R3 resistance locus in pea." Mol Plant Microbe Interact 8(5): 700-708. .
12826451	Nieuwenhuizen WF, Pieters RH, Knippels LM, Jansen MC, Koppelman SJ. (2003). "Is Candida albicans a trigger in the onset of coeliac disease?" Lancet 361(9375): 2152-2154. 10.1016/s0140-6736(03)13695-1.
15195942	da Silva FG, Shen Y, Dardick C, Burdman S, Yadav RC, de Leon AL, Ronald PC. (2004). "Bacterial genes involved in type I secretion and sulfation are required to elicit the rice Xa21-mediated innate immune response." Mol Plant Microbe Interact 17(6): 593-601. 10.1094/mpmi.2004.17.6.593.
21453432	Jeong Y, Cheong H, Choi O, Kim JK, Kang Y, Kim J, Lee S, Koh S, Moon JS, Hwang I. (2011). "An HrpB-dependent but type III-independent extracellular aspartic protease is a virulence factor of Ralstonia solanacearum." Mol Plant Pathol 12(4): 373-380. 10.1111/j.1364-3703.2010.00679.x.
21533213	Huang K, Czymmek KJ, Caplan JL, Sweigard JA, Donofrio NM. (2011). "HYR1-mediated detoxification of reactive oxygen species is required for full virulence in the rice blast fungus." PLoS Pathog 7(4): e1001335. 10.1371/journal.ppat.1001335.
16776301	Harel A, Bercovich S, Yarden O. (2006). "Calcineurin is required for sclerotial development and pathogenicity of Sclerotinia sclerotiorum in an oxalic acid-independent manner." Mol Plant Microbe Interact 19(6): 682-693. 10.1094/mpmi-19-0682.
15659169	Prill SK, Klinkert B, Timpel C, Gale CA, Schröppel K, Ernst JF. (2005). "PMT family of Candida albicans: five protein mannosyltransferase isoforms affect growth, morphogenesis and antifungal resistance." Mol Microbiol 55(2): 546-560. 10.1111/j.1365-2958.2004.04401.x.
18344407	Mehrabi R, Ding S, Xu JR. (2008). "MADS-box transcription factor mig1 is required for infectious growth in Magnaporthe grisea." Eukaryot Cell 7(5): 791-799. 10.1128/ec.00009-08.
24450772	Hu S, Zhou X, Gu X, Cao S, Wang C, Xu JR. (2014). "The cAMP-PKA pathway regulates growth, sexual and asexual differentiation, and pathogenesis in Fusarium graminearum." Mol Plant Microbe Interact 27(6): 557-566. 10.1094/mpmi-10-13-0306-r.
22194815	Goh J, Jeon J, Kim KS, Park J, Park SY, Lee YH. (2011). "The PEX7-mediated peroxisomal import system is required for fungal development and pathogenicity in Magnaporthe oryzae." PLoS One 6(12): e28220. 10.1371/journal.pone.0028220.
23437050	Gupta R, Bhatty M, Swiatlo E, Nanduri B. (2013). "Role of an iron-dependent transcriptional regulator in the pathogenesis and host response to infection with Streptococcus pneumoniae." PLoS One 8(2): e55157. 10.1371/journal.pone.0055157.
23272170	Cruz MC, Souza-Melo N, da Silva CV, Darocha WD, Bahia D, AraÃºjo PR, Teixeira SR, Mortara RA. (2012). "Trypanosoma cruzi: role of Î´-amastin on extracellular amastigote cell invasion and differentiation." PLoS One 7(12): e51804. 10.1371/journal.pone.0051804.
22247572	Myung K, Zitomer NC, Duvall M, Glenn AE, Riley RT, Calvo AM. (2012). "The conserved global regulator VeA is necessary for symptom production and mycotoxin synthesis in maize seedlings by Fusarium verticillioides." Plant Pathol. 61(1): 152-160. 10.1111/j.1365-3059.2011.02504.x.
14665461	Li F, Palecek SP. (2003). "EAP1, a Candida albicans gene involved in binding human epithelial cells." Eukaryot Cell 2(6): 1266-1273. 10.1128/ec.2.6.1266-1273.2003.
9871122	Skinner W, Bailey A, Renwick A, Keon J, Gurr S, Hargreaves J. (1998). "A single amino-acid substitution in the iron-sulphur protein subunit of succinate dehydrogenase determines resistance to carboxin in Mycosphaerella graminicola." Curr Genet 34(5): 393-398. 10.1007/s002940050412.
12081463	Robinson HL, Ridout CJ, Sierotzki H, Gisi U, Brown JK. (2002). "Isogamous, hermaphroditic inheritance of mitochondrion-encoded resistance to Qo inhibitor fungicides in Blumeria graminis f. sp. tritici." Fungal Genet Biol 36(2): 98-106. 10.1016/s1087-1845(02)00006-3.
15470113	Martinez-Lopez R, Monteoliva L, Diez-Orejas R, Nombela C, Gil C. (2004). "The GPI-anchored protein CaEcm33p is required for cell wall integrity, morphogenesis and virulence in Candida albicans." Microbiology 150(pt 10): 3341-3354. 10.1099/mic.0.27320-0.
19460100	Cho Y, Kim KH, La Rota M, Scott D, Santopietro G, Callihan M, Mitchell TK, Lawrence CB. (2009). "Identification of novel virulence factors associated with signal transduction pathways in Alternaria brassicicola." Mol Microbiol 72(6): 1316-1333. 10.1111/j.1365-2958.2009.06689.x.
18456861	Cramer RA Jr, Perfect BZ, Pinchai N, Park S, Perlin DS, Asfaw YG, Heitman J, Perfect JR, Steinbach WJ. (2008). "Calcineurin target CrzA regulates conidial germination, hyphal growth, and pathogenesis of Aspergillus fumigatus." Eukaryot Cell 7(7): 1085-1097. 10.1128/ec.00086-08.
24372495	Cazzulino F, Burke RV, Muller V, Arbogast H, Upperman JS. (2014). "Cell phones and young drivers: a systematic review regarding the association between psychological factors and prevention." Traffic Inj Prev 15(3): 234-242. 10.1080/15389588.2013.822075.
14871935	Liu H, Kauffman S, Becker JM, Szaniszlo PJ. (2004). "Wangiella (Exophiala) dermatitidis WdChs5p, a class V chitin synthase, is essential for sustained cell growth at temperature of infection." Eukaryot Cell 3(1): 40-51. 10.1128/ec.3.1.40-51.2004.
18814053	Lee SA, Jones J, Hardison S, Kot J, Khalique Z, Bernardo SM, Lazzell A, Monteagudo C, Lopez-Ribot J. (2009). "Candida albicans VPS4 is required for secretion of aspartyl proteases and in vivo virulence." Mycopathologia 167(2): 55-63. 10.1007/s11046-008-9155-7.
25000585	Heindorf M, Kadari M, Heider C, Skiebe E, Wilharm G. (2014). "Impact of Acinetobacter baumannii superoxide dismutase on motility, virulence, oxidative stress resistance and susceptibility to antibiotics." PLoS One 9(7): e101033. 10.1371/journal.pone.0101033.
9671796	Laugé R, Joosten MH, Haanstra JP, Goodwin PH, Lindhout P, De Wit PJ. (1998). "Successful search for a resistance gene in tomato targeted against a virulence factor of a fungal pathogen." Proc Natl Acad Sci U S A 95(15): 9014-9018. 10.1073/pnas.95.15.9014.
21453402	Chayakulkeeree M, Johnston SA, Oei JB, Lev S, Williamson PR, Wilson CF, Zuo X, Leal AL, Vainstein MH, Meyer W, Sorrell TC, May RC, Djordjevic JT. (2011). "SEC14 is a specific requirement for secretion of phospholipase B1 and pathogenicity of Cryptococcus neoformans." Mol Microbiol 80(4): 1088-1101. 10.1111/j.1365-2958.2011.07632.x.
12455960	Wang P, Nichols CB, Lengeler KB, Cardenas ME, Cox GM, Perfect JR, Heitman J. (2002). "Mating-type-specific and nonspecific PAK kinases play shared and divergent roles in Cryptococcus neoformans." Eukaryot Cell 1(2): 257-272. 10.1128/ec.1.2.257-272.2002.
22118192	Zhou G, Wang J, Qiu L, Feng MG. (2012). "A Group III histidine kinase (mhk1) upstream of high-osmolarity glycerol pathway regulates sporulation, multi-stress tolerance and virulence of Metarhizium robertsii, a fungal entomopathogen." Environ Microbiol 14(3): 817-829. 10.1111/j.1462-2920.2011.02643.x.
14871948	Smith DG, Garcia-Pedrajas MD, Hong W, Yu Z, Gold SE, Perlin MH. (2004). "An ste20 homologue in Ustilago maydis plays a role in mating and pathogenicity." Eukaryot Cell 3(1): 180-189. 10.1128/ec.3.1.180-189.2004.
11038529	Gao S, Nuss DL. (1996). "Distinct roles for two G protein alpha subunits in fungal virulence, morphology, and reproduction revealed by targeted gene disruption." Proc Natl Acad Sci U S A 93(24): 14122-14127. 10.1073/pnas.93.24.14122.
12581355	Zhu X, Gibbons J, Zhang S, Williamson PR. (2003). "Copper-mediated reversal of defective laccase in a Deltavph1 avirulent mutant of Cryptococcus neoformans." Mol Microbiol 47(4): 1007-1014. 10.1046/j.1365-2958.2003.03340.x.
24918783	Sarkisova SA, Lotlikar SR, Guragain M, Kubat R, Cloud J, Franklin MJ, Patrauchan MA. (2014). "A Pseudomonas aeruginosa EF-hand protein, EfhP (PA4107), modulates stress responses and virulence at high calcium concentration." PLoS One 9(2): e98985. 10.1371/journal.pone.0098985.
11090206	Orbach MJ, Farrall L, Sweigard JA, Chumley FG, Valent B. (2000). "A telomeric avirulence gene determines efficacy for the rice blast resistance gene Pi-ta." Plant Cell 12(11): 2019-2032. 10.1105/tpc.12.11.2019.
17427815	Li L, Ding SL, Sharon A, Orbach M, Xu JR. (2007). "Mirl is highly upregulated and localized to nuclei during infectious hyphal growth in the rice blast fungus." Mol Plant Microbe Interact 20(4): 448-458. 10.1094/mpmi-20-4-0448.
20447276	Jiang L, Yang J, Fan F, Zhang D, Wang X. (2010). "The type 2C protein phosphatase FgPtc1p of the plant fungal pathogen Fusarium graminearum is involved in lithium toxicity and virulence." Mol Plant Pathol 11(2): 277-282. 10.1111/j.1364-3703.2009.00598.x.
24746531	Liu CL, Chen ZJ, Wang F, Hou HY, Wang Y, Zhu XH, Jian C, Tian L, Yan SZ, Xu LQ, Sun ZY. (2014). "The impact of mgrA on progression of Staphylococcus aureus sepsis." Microb Pathog 71-72(): 56-61. 10.1016/j.micpath.2014.03.012.
9736529	Hollomon DW, Butters JA, Barker H, Hall L. (1998). "Fungal beta-tubulin, expressed as a fusion protein, binds benzimidazole and phenylcarbamate fungicides." Antimicrob Agents Chemother 42(9): 2171-2173. .
23209408	Nuxoll AS, Halouska SM, Sadykov MR, Hanke ML, Bayles KW, Kielian T, Powers R, Fey PD. (2012). "CcpA regulates arginine biosynthesis in Staphylococcus aureus through repression of proline catabolism." PLoS Pathog 8(11): e1003033. 10.1371/journal.ppat.1003033.
22738424	Malamud F, Conforte VP, Rigano LA, Castagnaro AP, Marano MR, Morais do Amaral A, Vojnov AA. (2012). "HrpM is involved in glucan biosynthesis, biofilm formation and pathogenicity in Xanthomonas citri ssp. citri." Mol Plant Pathol 13(9): 1010-1018. 10.1111/j.1364-3703.2012.00809.x.
18926918	Dufresne M, van der Lee T, Ben M'barek S, Xu X, Zhang X, Liu T, Waalwijk C, Zhang W, Kema GH, Daboussi MJ. (2008). "Transposon-tagging identifies novel pathogenicity genes in Fusarium graminearum." Fungal Genet Biol 45(12): 1552-1561. 10.1016/j.fgb.2008.09.004.
23505373	DjonoviÄ‡ S, Urbach JM, Drenkard E, Bush J, Feinbaum R, Ausubel JL, Traficante D, Risech M, Kocks C, Fischbach MA, Priebe GP, Ausubel FM. (2013). "Trehalose biosynthesis promotes Pseudomonas aeruginosa pathogenicity in plants." PLoS Pathog 9(3): e1003217. 10.1371/journal.ppat.1003217.
16552067	Umeyama T, Kaneko A, Watanabe H, Hirai A, Uehara Y, Niimi M, Azuma M. (2006). "Deletion of the CaBIG1 gene reduces beta-1,6-glucan synthesis, filamentation, adhesion, and virulence in Candida albicans." Infect Immun 74(4): 2373-2381. 10.1128/iai.74.4.2373-2381.2006.
15590820	Segers GC, Regier JC, Nuss DL. (2004). "Evidence for a role of the regulator of G-protein signaling protein CPRGS-1 in Galpha subunit CPG-1-mediated regulation of fungal virulence, conidiation, and hydrophobin synthesis in the chestnut blight fungus Cryphonectria parasitica." Eukaryot Cell 3(6): 1454-1463. 10.1128/ec.3.6.1454-1463.2004.
23118860	Lin TL, Yang FL, Yang AS, Peng HP, Li TL, Tsai MD, Wu SH, Wang JT. (2012). "Amino acid substitutions of MagA in Klebsiella pneumoniae affect the biosynthesis of the capsular polysaccharide." PLoS One 7(10): e46783. 10.1371/journal.pone.0046783.
23578314	Wichmann F, Vorhölter FJ, Hersemann L, Widmer F, Blom J, Niehaus K, Reinhard S, Conradin C, Kölliker R. (2013). "The noncanonical type III secretion system of Xanthomonas translucens pv. graminis is essential for forage grass infection." Mol Plant Pathol 14(6): 576-588. 10.1111/mpp.12030.
14622417	Calcagno AM, Bignell E, Warn P, Jones MD, Denning DW, Mühlschlegel FA, Rogers TR, Haynes K. (2003). "Candida glabrata STE12 is required for wild-type levels of virulence and nitrogen starvation induced filamentation." Mol Microbiol 50(4): 1309-1318. 10.1046/j.1365-2958.2003.03755.x.
1541525	Varma A, Edman JC, Kwon-Chung KJ. (1992). "Molecular and genetic analysis of URA5 transformants of Cryptococcus neoformans." Infect Immun 60(3): 1101-1108. .
11449054	Baidyaroy D, Brosch G, Ahn JH, Graessle S, Wegener S, Tonukari NJ, Caballero O, Loidl P, Walton JD. (2001). "A gene related to yeast HOS2 histone deacetylase affects extracellular depolymerase expression and virulence in a plant pathogenic fungus." Plant Cell 13(7): 1609-1624. 10.1105/tpc.13.7.1609.
7591097	Ghannoum MA, Spellberg B, Saporito-Irwin SM, Fonzi WA. (1995). "Reduced virulence of Candida albicans PHR1 mutants." Infect Immun 63(11): 4528-4530. .
9155019	Regenfelder E, Spellig T, Hartmann A, Lauenstein S, Bölker M, Kahmann R. (1997). "G proteins in Ustilago maydis: transmission of multiple signals?" EMBO J 16(8): 1934-1942. 10.1093/emboj/16.8.1934.
23658519	Caffaro CE, Koshy AA, Liu L, Zeiner GM, Hirschberg CB, Boothroyd JC. (2013). "A nucleotide sugar transporter involved in glycosylation of the Toxoplasma tissue cyst wall is required for efficient persistence of bradyzoites." PLoS Pathog 9(5): e1003331. 10.1371/journal.ppat.1003331.
11371530	Provenzano D, Lauriano CM, Klose KE. (2001). "Characterization of the role of the ToxR-modulated outer membrane porins OmpU and OmpT in Vibrio cholerae virulence." J Bacteriol 183(12): 3652-3662. 10.1128/jb.183.12.3652-3662.2001.
18631177	Degrassi G, Devescovi G, Kim J, Hwang I, Venturi V. (2008). "Identification, characterization and regulation of two secreted polygalacturonases of the emerging rice pathogen Burkholderia glumae." FEMS Microbiol Ecol 65(2): 251-262. 10.1111/j.1574-6941.2008.00516.x.
25011011	de Gontijo FA, Pascon RC, Fernandes L, Machado J Jr, Alspaugh JA, Vallim MA. (2014). "The role of the de novo pyrimidine biosynthetic pathway in Cryptococcus neoformans high temperature growth and virulence." Fungal Genet Biol 70(): 12-23. 10.1016/j.fgb.2014.06.003.
16556221	Gout L, Fudal I, Kuhn ML, Blaise F, Eckert M, Cattolico L, Balesdent MH, Rouxel T. (2006). "Lost in the middle of nowhere: the AvrLm1 avirulence gene of the Dothideomycete Leptosphaeria maculans." Mol Microbiol 60(1): 67-80. 10.1111/j.1365-2958.2006.05076.x.
12023375	Finkel-Jimenez B, Wüthrich M, Klein BS. (2002). "BAD1, an essential virulence factor of Blastomyces dermatitidis, suppresses host TNF-alpha production through TGF-beta-dependent and -independent mechanisms." J Immunol 168(11): 5746-5755. 10.4049/jimmunol.168.11.5746.
12026168	Mey G, Oeser B, Lebrun MH, Tudzynski P. (2002). "The biotrophic, non-appressorium-forming grass pathogen Claviceps purpurea needs a Fus3/Pmk1 homologous mitogen-activated protein kinase for colonization of rye ovarian tissue." Mol Plant Microbe Interact 15(4): 303-312. 10.1094/mpmi.2002.15.4.303.
9573112	Chang YC, Kwon-Chung KJ. (1998). "Isolation of the third capsule-associated gene, CAP60, required for virulence in Cryptococcus neoformans." Infect Immun 66(5): 2230-2236. .
16326930	Catanzariti AM, Dodds PN, Lawrence GJ, Ayliffe MA, Ellis JG. (2006). "Haustorially expressed secreted proteins from flax rust are highly enriched for avirulence elicitors." Plant Cell 18(1): 243-256. 10.1105/tpc.105.035980.
17950010	Liao WL, Ramón AM, Fonzi WA. (2008). "GLN3 encodes a global regulator of nitrogen metabolism and virulence of C. albicans." Fungal Genet Biol 45(4): 514-526. 10.1016/j.fgb.2007.08.006.
9768518	ten Have A, Mulder W, Visser J, van Kan JA. (1998). "The endopolygalacturonase gene Bcpg1 is required for full virulence of Botrytis cinerea." Mol Plant Microbe Interact 11(10): 1009-1016. 10.1094/mpmi.1998.11.10.1009.
16113265	Hissen AH, Wan AN, Warwas ML, Pinto LJ, Moore MM. (2005). "The Aspergillus fumigatus siderophore biosynthetic gene sidA, encoding L-ornithine N5-oxygenase, is required for virulence." Infect Immun 73(9): 5493-5503. 10.1128/iai.73.9.5493-5503.2005.
23166721	Strandberg KL, Richards SM, Tamayo R, Reeves LT, Gunn JS. (2012). "An altered immune response, but not individual cationic antimicrobial peptides, is associated with the oral attenuation of Ara4N-deficient Salmonella enterica serovar Typhimurium in mice." PLoS One 7(11): e49588. 10.1371/journal.pone.0049588.
