Record ID	PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	IdentifierTypeOfGeneLocusID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Specific modification/s to the targeted protein or promoter	Accession ID for the modified genetic element  	Known interacting protein(s) in the pathogen	Interacting protein - locus ID 	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Pathogen_NCBI_strain_Taxonomy_ID	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Host_strain_genotype_or cultivar_taxonomy_ID_NCBI	HostGenotype_definedGene of interest	HostGenotype_definedGene of interest _AccessionID	tissue_type	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Disease_development_macroscopically_visible	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	TestedHostTarget_AccessionID	Interaction phenotype	Host_response	Experimental_evidence	Transient Assay Experimental Evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
Record 4407	PHI:3169	Uniprot	B4E5A0	Genbank	CAR50525	J2315	paaC	no data found	no data found	no data found	no data found	no data found	PHI:3168; PHI:3170, PHI:3171; PHI:3172	95486	Burkholderia cenocepacia	985075	K56-2	cystic fibrosis-like conditions	Nematodes	6239	Caenorhabditis elegans (related: Roundworm)	DH26	no data found	no data found	gastrointestinal tract	phenylacetic acid catabolism	no data found	no data found	phenylacetic acid degradation pathway	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25155974	Pubmed	10.1111/mmi.12771	Deletion of gene cluster paaABCDE causes PAA-defective growth.
Record 4408	PHI:3170	Uniprot	B4E5A1	Genbank	CAR50526	J2315	paaB	no data found	no data found	no data found	no data found	no data found	PHI:3168; PHI:3169, PHI:3171; PHI:3172	95486	Burkholderia cenocepacia	985075	K56-2	cystic fibrosis-like conditions	Nematodes	6239	Caenorhabditis elegans (related: Roundworm)	DH26	no data found	no data found	gastrointestinal tract	phenylacetic acid catabolism	no data found	no data found	phenylacetic acid degradation pathway	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25155974	Pubmed	10.1111/mmi.12771	Deletion of gene cluster paaABCDE causes PAA-defective growth.
Record 4409	PHI:3171	Uniprot	B4E599	Genbank	CAR50524	J2315	paaD	no data found	no data found	no data found	no data found	no data found	PHI:3168; PHI:3169, PHI:3170; PHI:3172	95486	Burkholderia cenocepacia	985075	K56-2	cystic fibrosis-like conditions	Nematodes	6239	Caenorhabditis elegans (related: Roundworm)	DH26	no data found	no data found	gastrointestinal tract	phenylacetic acid catabolism	no data found	no data found	phenylacetic acid degradation pathway	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25155974	Pubmed	10.1111/mmi.12771	Deletion of gene cluster paaABCDE causes PAA-defective growth.
Record 4410	PHI:3172	Uniprot	B4E598	Genbank	CAR50523	J2315	paaE	no data found	no data found	no data found	no data found	no data found	PHI:3168; PHI:3169, PHI:3170; PHI:3171	95486	Burkholderia cenocepacia	985075	K56-2	cystic fibrosis-like conditions	Nematodes	6239	Caenorhabditis elegans (related: Roundworm)	DH26	no data found	no data found	gastrointestinal tract	phenylacetic acid catabolism	no data found	no data found	phenylacetic acid degradation pathway	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25155974	Pubmed	10.1111/mmi.12771	Deletion of gene cluster paaABCDE causes PAA-defective growth.
Record 4411	PHI:3173	Uniprot	G4NEB4	Genbank	EHA48597	70-15	Mosnf1	no data found	no data found	no data found	no data found	no data found	no	148305	Magnaporthe oryzae	no data found	Guy11	Rice Blast	Monocots	4530	Oryza sativa (related: Rice)	CO-39	no data found	no data found	leaf	Central role in response to nutrient stress	no data found	no data found	SNF1/AMPK pathway	loss of pathogenicity	no data found	yes	yes	no data found	no data found	reduced	no data found	wild type; aberrant	reduced	glucose	glucose: CHEBI:17234 	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25090011	Pubmed	10.1371/journal.pone.0103124	Exogenous glucose could partially restore the appressorial function and virulence.
Record 4412	PHI:3174	Uniprot	G4MNE3	Genbank	EHA57057	70-15	MoSip2	no data found	no data found	no data found	no data found	no data found	no	148305	Magnaporthe oryzae	no data found	Guy11	Rice Blast	Monocots	4530	Oryza sativa (related: Rice)	CO-39	no data found	no data found	leaf	Central role in response to nutrient stress	no data found	no data found	SNF1/AMPK pathway	loss of pathogenicity	no data found	yes	yes	no data found	no data found	reduced	no data found	wild type; aberrant	reduced	glucose	glucose: CHEBI:17234 	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25090011	Pubmed	10.1371/journal.pone.0103124	Exogenous glucose could partially restore the appressorial function and virulence.
Record 4413	PHI:3175	Uniprot	G4NGW8	Genbank	EHA47478	70-15	MoSnf4	no data found	no data found	no data found	no data found	no data found	no	148305	Magnaporthe oryzae	no data found	Guy11	Rice Blast	Monocots	4530	Oryza sativa (related: Rice)	CO-39	no data found	no data found	leaf	Central role in response to nutrient stress	no data found	no data found	SNF1/AMPK pathway	loss of pathogenicity	no data found	yes	yes	no data found	no data found	reduced	no data found	wild type; aberrant	reduced	glucose	glucose: CHEBI:17234 	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25090011	Pubmed	10.1371/journal.pone.0103124	Exogenous glucose could partially restore the appressorial function and virulence.
Record 4414	PHI:3176	Uniprot	G4MNZ0	Genbank	EHA57147	70-15	MoSak1	no data found	no data found	no data found	no data found	no data found	no	148305	Magnaporthe oryzae	no data found	Guy11	Rice Blast	Monocots	4530	Oryza sativa (related: Rice)	CO-39	no data found	no data found	leaf	Putative Snf1-activating kinases	no data found	no data found	SNF1/AMPK pathway	reduced virulence	no data found	yes	yes	no data found	no data found	reduced	no data found	reduced	reduced	glucose	glucose: CHEBI:17234 	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25090011	Pubmed	10.1371/journal.pone.0103124	Exogenous glucose could partially restore the appressorial function and virulence.
Record 4415	PHI:3177	Uniprot	G4N7H1	Genbank	EHA50828	70-15	MoTos3	no data found	no data found	no data found	no data found	no data found	no	148305	Magnaporthe oryzae	no data found	Guy11	Rice Blast	Monocots	4530	Oryza sativa (related: Rice)	CO-39	no data found	no data found	leaf	Putative Snf1-activating kinases	no data found	no data found	SNF1/AMPK pathway	unaffected pathogeniticity	no data found	no	no	no data found	no data found	increased	no data found	increased; aberrant		no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25090011	Pubmed	10.1371/journal.pone.0103124	Exogenous glucose could partially restore the appressorial function and virulence.
Record 4416	PHI:3176	Uniprot	G4MNZ0	Genbank	EHA57147	70-15	MoSak1	no data found	no data found	no data found	no data found	no data found	PHI:3177	148305	Magnaporthe oryzae	no data found	Guy11	Rice Blast	Monocots	4530	Oryza sativa (related: Rice)	CO-39	no data found	no data found	leaf	Putative Snf1-activating kinases	no data found	no data found	SNF1/AMPK pathway	reduced virulence	no data found	yes	yes	no data found	no data found	reduced	no data found	reduced	reduced	glucose	glucose: CHEBI:17234 	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25090011	Pubmed	10.1371/journal.pone.0103124	Exogenous glucose could partially restore the appressorial function and virulence.
Record 4417	PHI:3177	Uniprot	G4N7H1	Genbank	EHA50828	70-15	MoTos3	no data found	no data found	no data found	no data found	no data found	PHI:3176	148305	Magnaporthe oryzae	no data found	Guy11	Rice Blast	Monocots	4530	Oryza sativa (related: Rice)	CO-39	no data found	no data found	leaf	Putative Snf1-activating kinases	no data found	no data found	SNF1/AMPK pathway	reduced virulence	no data found	yes	yes	no data found	no data found	reduced	no data found	reduced; aberrant	reduced	glucose	glucose: CHEBI:17234 	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25090011	Pubmed	10.1371/journal.pone.0103124	Exogenous glucose could partially restore the appressorial function and virulence.
Record 4418	PHI:3178	Uniprot	I1RY42	Genbank	ESU15823	PH-1	FgKin1	no data found	no data found	no data found	no data found	no data found	no	5518	Fusarium graminearum	229533	PH-1	Fusarium head blight	Monocots	4565	Triticum aestivum (related: Bread wheat)	Xiaoyan22	no data found	no data found	head	kinases	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	reduced; aberrant	no data found	reduced	reduced	SDS; H2O2; NaCl; Calcofluor; Congo red	congo red: CHEBI:34653; calcoﬂuor white: CHEBI:50011; H2O2: CHEBI:16240; NaCl: CHEBI:26710; sodium dodecyl sulphate (SDS): CHEBI:8984	Center of septal pores	no data found	no data found	no data found	Gene mutation	no data found		RP	25078365	Pubmed	10.1111/nph.12953	Kin1 regulates the localizationof Tub1b-tubulins inFusarium graminearum.
Record 4419	PHI:3179	Uniprot	G4MY59	Genbank	EHA54390	70-15	MoKIN1	no data found	no data found	no data found	no data found	no data found	no	148305	Magnaporthe oryzae	no data found	Ku80	Rice Blast	Monocots	4530	Oryza sativa (related: Rice)	no data found	no data found	no data found	no data found	kinases	no data found	no data found	no data found	reduced virulence	no data found	no	no	no data found	no data found	reduced	no data found	reduced	reduced	no data found	no data found	Center of septal pores	no data found	no data found	no data found	Gene mutation	no data found		RP	25078365	Pubmed	10.1111/nph.12953	Kin1 regulates the localizationof Tub1b-tubulins.
Record 4420	PHI:3180	Uniprot	J9NF60	BROAD	FOXG_13835	4287	Rho1	no data found	no data found	no data found	no data found	no data found	no	59765	Fusarium oxysporum f. sp. lycopersici	426428	4287	Fusarium wilt	Eudicots	4081	Solanum lycopersicum (related: Tomato)	Vemar	no data found	no data found	roots	Rho-type GTPases	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	sorbitol; Calcofluor white	calcoﬂuor white: CHEBI:50011; Sorbitol: CHEBI:30911	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	18248628	Pubmed	10.1111/j.1462-5822.2008.01130.x	F. oxysporum strains carrying either a Drho1loss-of-function mutation or a rho1G14V gain-offunction allele were viable, but displayed a severely restricted colony phenotype which was partiallyrelieved by the osmotic stabilizer sorbitol, indicating structural alterations in the cell wall. Consistent with this hypothesis, Drho1 strains showed increased resistance to cell wall-degrading enzymes and staining with Calcofluor white.
Record 4421	PHI:3180	Uniprot	J9NF60	BROAD	FOXG_13835	4287	Rho1	no data found	no data found	no data found	no data found	no data found	no	59765	Fusarium oxysporum f. sp. lycopersici	426428	4287	Fusarium wilt	Eudicots	4081	Solanum lycopersicum (related: Tomato)	Daniela	no data found	no data found	fruits	Rho-type GTPases	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	sorbitol; Calcofluor white	calcoﬂuor white: CHEBI:50011; Sorbitol: CHEBI:30911	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	18248628	Pubmed	10.1111/j.1462-5822.2008.01130.x	F. oxysporum strains carrying either a Drho1loss-of-function mutation or a rho1G14V gain-offunction allele were viable, but displayed a severely restricted colony phenotype which was partiallyrelieved by the osmotic stabilizer sorbitol, indicating structural alterations in the cell wall. Consistent with this hypothesis, Drho1 strains showed increased resistance to cell wall-degrading enzymes and staining with Calcofluor white.
Record 4422	PHI:3180	Uniprot	J9NF60	BROAD	FOXG_13835	4287	Rho1	no data found	no data found	no data found	no data found	no data found	no	59765	Fusarium oxysporum f. sp. lycopersici	426428	4287	Fusarium wilt	Rodents	10090	Mus musculus (related: House mouse)	no data found	no data found	no data found	no data found	Rho-type GTPases	no data found	no data found	no data found	unaffected pathogeniticity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	18248628	Pubmed	10.1111/j.1462-5822.2008.01130.x	F. oxysporum strains carrying either a Drho1loss-of-function mutation or a rho1G14V gain-offunction allele were viable, but displayed a severely restricted colony phenotype which was partiallyrelieved by the osmotic stabilizer sorbitol, indicating structural alterations in the cell wall. Consistent with this hypothesis, Drho1 strains showed increased resistance to cell wall-degrading enzymes and staining with Calcofluor white.
Record 4423	PHI:3181	Uniprot	G0X877	Genbank	AEK86966	RK122	Um05294	no data found	no data found	no data found	no data found	no data found	PHI:3182;PHI:3183;PHI:3184;PHI:3185;PHI:3186;PHI:3187;PHI:3188;PHI:3189;PHI:3190;PHI:3191;PHI:3192;PHI:3193;PHI:3194;PHI:3195;PHI:3196;PHI:3197;PHI:3198;PHI:3199;PHI:3200;PHI:3201;PHI:3202;PHI:3203;PHI:3204	5270	Ustilago maydis	no data found	SG200	smut disease	Monocots	4577	Zea mays (related: Maize)	Early Golden Bantam	no data found	no data found	leaf	Part of the largest Effector Gene Cluster	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	24992561	Pubmed	10.1371/journal.ppat.1003866	no data found
Record 4424	PHI:3182	Uniprot	G0X7N7	Genbank	AEK86783	RK208	Um10554	no data found	no data found	no data found	no data found	no data found	PHI:3181;PHI:3183;PHI:3184;PHI:3185;PHI:3186;PHI:3187;PHI:3188;PHI:3189;PHI:3190;PHI:3191;PHI:3192;PHI:3193;PHI:3194;PHI:3195;PHI:3196;PHI:3197;PHI:3198;PHI:3199;PHI:3200;PHI:3201;PHI:3202;PHI:3203;PHI:3204	5270	Ustilago maydis	no data found	SG200	smut disease	Monocots	4577	Zea mays (related: Maize)	Early Golden Bantam	no data found	no data found	leaf	Part of the largest Effector Gene Cluster	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	24992561	Pubmed	10.1371/journal.ppat.1003866	no data found
Record 4425	PHI:3183	Uniprot	G0X860	Genbank	AEK86957	RK122	Um05295	no data found	no data found	no data found	no data found	no data found	PHI:3181;PHI:3182;PHI:3184;PHI:3185;PHI:3186;PHI:3187;PHI:3188;PHI:3189;PHI:3190;PHI:3191;PHI:3192;PHI:3193;PHI:3194;PHI:3195;PHI:3196;PHI:3197;PHI:3198;PHI:3199;PHI:3200;PHI:3201;PHI:3202;PHI:3203;PHI:3204	5270	Ustilago maydis	no data found	SG200	smut disease	Monocots	4577	Zea mays (related: Maize)	Early Golden Bantam	no data found	no data found	leaf	Part of the largest Effector Gene Cluster	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	24992561	Pubmed	10.1371/journal.ppat.1003866	no data found
Record 4426	PHI:3184	Uniprot	G0X7F2	Genbank	AEK86698	RK124	Um12302	no data found	no data found	no data found	no data found	no data found	PHI:3181;PHI:3182;PHI:3183;PHI:3185;PHI:3186;PHI:3187;PHI:3188;PHI:3189;PHI:3190;PHI:3191;PHI:3192;PHI:3193;PHI:3194;PHI:3195;PHI:3196;PHI:3197;PHI:3198;PHI:3199;PHI:3200;PHI:3201;PHI:3202;PHI:3203;PHI:3204	5270	Ustilago maydis	no data found	SG200	smut disease	Monocots	4577	Zea mays (related: Maize)	Early Golden Bantam	no data found	no data found	leaf	Part of the largest Effector Gene Cluster	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	24992561	Pubmed	10.1371/journal.ppat.1003866	no data found
Record 4427	PHI:3185	Uniprot	G0X7P5	Genbank	AEK86791	RK123	Um10553	no data found	no data found	no data found	no data found	no data found	PHI:3181;PHI:3182;PHI:3183;PHI:3184;PHI:3186;PHI:3187;PHI:3188;PHI:3189;PHI:3190;PHI:3191;PHI:3192;PHI:3193;PHI:3194;PHI:3195;PHI:3196;PHI:3197;PHI:3198;PHI:3199;PHI:3200;PHI:3201;PHI:3202;PHI:3203;PHI:3204	5270	Ustilago maydis	no data found	SG200	smut disease	Monocots	4577	Zea mays (related: Maize)	Early Golden Bantam	no data found	no data found	leaf	Part of the largest Effector Gene Cluster	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	24992561	Pubmed	10.1371/journal.ppat.1003866	no data found
Record 4428	PHI:3186	Uniprot	G0X854	Genbank	AEK86951	RK126	Um05299	no data found	no data found	no data found	no data found	no data found	PHI:3181;PHI:3182;PHI:3183;PHI:3184;PHI:3185;PHI:3187;PHI:3188;PHI:3189;PHI:3190;PHI:3191;PHI:3192;PHI:3193;PHI:3194;PHI:3195;PHI:3196;PHI:3197;PHI:3198;PHI:3199;PHI:3200;PHI:3201;PHI:3202;PHI:3203;PHI:3204	5270	Ustilago maydis	no data found	SG200	smut disease	Monocots	4577	Zea mays (related: Maize)	Early Golden Bantam	no data found	no data found	leaf	Part of the largest Effector Gene Cluster	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	24992561	Pubmed	10.1371/journal.ppat.1003866	no data found
Record 4429	PHI:3187	Uniprot	G0X849	Genbank	AEK86941	RK124	Um05300	no data found	no data found	no data found	no data found	no data found	PHI:3181;PHI:3182;PHI:3183;PHI:3184;PHI:3185;PHI:3186;PHI:3188;PHI:3189;PHI:3190;PHI:3191;PHI:3192;PHI:3193;PHI:3194;PHI:3195;PHI:3196;PHI:3197;PHI:3198;PHI:3199;PHI:3200;PHI:3201;PHI:3202;PHI:3203;PHI:3204	5270	Ustilago maydis	no data found	SG200	smut disease	Monocots	4577	Zea mays (related: Maize)	Early Golden Bantam	no data found	no data found	leaf	Part of the largest Effector Gene Cluster	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	24992561	Pubmed	10.1371/journal.ppat.1003866	no data found
Record 4430	PHI:3188	Uniprot	G3CK64	Genbank	AEN25695	RK126	Um05301	no data found	no data found	no data found	no data found	no data found	PHI:3181;PHI:3182;PHI:3183;PHI:3184;PHI:3185;PHI:3186;PHI:3187;PHI:3189;PHI:3190;PHI:3191;PHI:3192;PHI:3193;PHI:3194;PHI:3195;PHI:3196;PHI:3197;PHI:3198;PHI:3199;PHI:3200;PHI:3201;PHI:3202;PHI:3203;PHI:3204	5270	Ustilago maydis	no data found	SG200	smut disease	Monocots	4577	Zea mays (related: Maize)	Early Golden Bantam	no data found	no data found	leaf	Part of the largest Effector Gene Cluster	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	24992561	Pubmed	10.1371/journal.ppat.1003866	no data found
